운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
전라남도 영광군청,원전지역장학(특기자),지자체,장학금,특기자,"4년제(5~6년제포함),기술대학,원격대학,전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음," - 1,000,000원"," - 고등교육법 제2조 제1호~제6호에 해당하는 학교 중 교육부에서 인가한 대학(교) 재학생 - 2020. 08. 31.이후 문화·음악·미술·체육·기능 등에 대한 지자체, 교육지원청 등 정부기관에서 주관·협찬하는 대회 3위 이내 수상한 특기학생"," - 공고일 현재 한빛원전주변지역(백수,홍농,법성)에 본인이나 그 보호자(부 또는 모 등)가 주민등록을 두고 1년이상 거주하고 있는 자", - 2021-08-09 ~ 2021-09-01,기준없음,약간명," - 당해 학기 국가 및 지자체에서 수혜 받은 장학금이 등록금(납부금) 이상인 학생 - 대학원생, 외국소재 대학교 재학생 - 1인 1분야 선발원칙",불필요, - 신청서 및 통장사본 - 개인정보 수집·이용 및 제공·조회 동의서 - 주민등록등본(거주지 확인용) - 가족관계증명서(본인과 보호자 세대분리된 경우 : 타지역거주자 명의 가족관계증명서 제출) - 실거주확인서(마을별 이장님 서명확인) - 대회입상증명서 - 재학증명서
전라남도 영광군청,원전지역장학(성적우수),지자체,장학금,지역연고,"4년제(5~6년제포함),기술대학,원격대학,전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," - 2021년 1학기 평균학점이 2.0(C학점)인 학생- 12학점 이상 이수자, 사이버대학은 15학점 이상",제한없음," - 1,000,000원"," - 고등교육법 제2조 제1호~제6호에 해당하는 학교 중 교육부에서 인가한 대학(교) 재학생으로, 성적 우수자"," - 공고일 현재 한빛원전주변지역(백수,홍농,법성)에 본인이나 그 보호자(부 또는 모 등)가 주민등록을 두고 1년이상 거주하고 있는 자", - 2021-08-09 ~ 2021-09-01,기준없음,약간명," - 당해 학기 국가 및 지자체에서 수혜 받은 장학금이 등록금(납부금) 이상인 학생 - 대학원생, 외국소재 대학교 재학생 - 1인 1분야 선발원칙",불필요, - 신청서 및 통장사본 - 개인정보 수집·이용 및 제공·조회 동의서 - 주민등록등본(거주지 확인용) - 가족관계증명서(본인과 보호자 세대분리된 경우 : 타지역거주자 명의 가족관계증명서 제출) - 실거주확인서(마을별 이장님 서명확인) - 성적증명서
경상북도 봉화군청,희망복지장학금,지자체,장학금,지역연고,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 신규신청 : 직전학기 12학점이상 이수자로 100점만점에 60점이상 - 재신청: 직전학기 12학점 이상 이수자로 100점 만점에 70점 이상, - 국민기초생활수급자 및 차상위계층의 자녀 - 기타 저소득층의 자녀(기준 중위소득 60% 이하 세대 - 건강보험료 납부액 기준) * 자세한 사항은 첨부파일 참고고," - 2,000,000원( * 중복수혜 시 지원금액과의 차액만 지급)", - 국민기초생활수급자 및 차상위계층의 자녀, - 공고일 현재 봉화군에 주민등록을 두고 봉화군에 거주하고 있는 세대, - 2020-09-11 ~ 2020-09-25,기준없음, - 7명," - 방송통신대학, 학사고시, 사이버 대학 및 휴학생과 해외유학생은 지급대상에서 제외",불필요," * 각 행정시,동,읍,면,리 홈페이지에서 확인 후 문의 필수 - 저소득주민자녀 장학생 신청 추천서  - 장학금 수혜여부 확인서  - 직전학기 성적증명서 (편입자는 최종 학기 성적증명서) - 신청일 기준 전월분 건강보험료 납부증명서(기타 저소득층)  - 주민등록등본(필요시 가족관계증명서)  - 신청자 통장사본(장학금 수령계좌)  * 자세한 사항은 첨부파일 참고"
경상북도청,중소기업근로자자녀장학생,지자체,장학금,지역연고,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음, - 전년도 가구원별 도시근로자 월평균 소득기준 90%이하인 자 - 산업재해 및 기타사유로 가정생활이 어려운 근로자 * 첨부파일 표 참고," - 연 3,000,000원", - 공고일 현재 중소기업의 소재지 및 근로자의 주민등록상 주소지가 경상북도 내로 되어 있는 근로자(공고일 현재 동일사업장에서 1년이상 재직자)의 자녀, - 공고일 현재 중속기업의 소재지 및 근로자의 주민등록상 주소지가 경상북도내로 되어 있는 근로자 또는 근로자의 자녀, - 2021-05-06 ~ 2021-05-31," - 추천인원 중 지역별 업체수, 근로자수, 학생수 등을 고려하여 기금운용 심의위원회의 심의를 거쳐 선발", - 약 60명 정도, - 휴학생 - 경상북도 중소기업 근로자자녀 장학금 기 수헤자(최근 3년간) - 종합부동산세 납부 대상자 - 해당연도 국가장학금 등 타기관 장학금 수혜자자, - 추천필요 * 자세한 내용은 첨부파일 참고고," - 학자금 지급 신청서 - 학자금 중복지원 방지 및 반환에 관한 서약서 - 개인정보 수집,이용 및 제공,조회 동의서 * 자세한 사항은 첨부파일 참고"
경상북도청,대학생학자금대출이자지원,지자체,학자금,지역연고,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음, - 한국장학재단에서 학자금 대출을 받고 대출당시 소득분위 8분위 이하에 해당하는 자 및 다자녀(3명 이상)가구의 대학생(소득분위 무관), - 2016년 1학기 이후 대출금의 2021년 1년(1월 ~ 12월)동안 발생한 이자 지원 * 학자금 대출 시 등록금과 생활비 모두 포함, - 한국장학재단에서 학자금 대출을 받은 자 - 경북. 대구 소재 대학 재학생 또는 졸업생 - 대출당시 학자금 지원 8구간 이하에 해당 또는 다자녀 가구구," - 대구, 경북 소재 대학교의 학생으로 대학생 본인 또는 직계존속(부모, (외)조부모)이 2020.10.06일 이전부터 공고일 현재까지 거주한 자", -2021-10-06~2021-11-19,기준없음,약간명, - 대학 제적생 제외,불필요, - 주민등록표초본(최근5년간 주소변동이력 포함하여 발급 - 가족관계증명서  * 반드시 주민등록번호 뒷번호 7자리는 삭제 후 이미지 파일로 온라인 첨부 * 자세한 사항은 첨부파일 또는 홈페이지 공지사항 참고
경상북도 포항시청,저소득한부모가족자녀대학입학금,지자체,장학금,지역연고,4년제(5~6년제포함),대학신입생,"공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음, - 한부모 및 조손가족 중 기준중위소득 52%이하 세대 - 청소년한부모가족 중 기준중위소득 60%이하 세대 ," - 2,000,000원", - 대학 입학생, - 포항시 연고자, -2021-02-03 ~ 2021-02-19," * 신청자가 예산범위를 넘어 신청할 경우 - 소득인정액(가구원1인당) 낮은 순 지원 - 장학금 또는 학비감면액이 없거나 본인 부담금이 많은 순 - 재학자녀가 많은 순(대학교, 고등학교, 중학교 순)",약간명," - 국민기초생활보장법상 생계,의료급여 수급자 - 기타 다른법령 등에 따라 국가장학금 지원을 받는 경우 - 기 지원받은 자녀가 자퇴 후 재입학한 경우우",불필요, - 신청서 - 등록금납부 영수증 - 통장사본
경상북도 울릉군청,주민소득지원및생활안정기금대부,지자체,학자금,지역연고,"4년제(5~6년제포함),기술대학,원격대학,일반대학원,전문대(2~3년제),전문대학원,제한없음,학점은행제 대학","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생,박사과정,석사2학기이상,석사신입생(1학기),연령제한,제한없음","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음," * 융자한도 - 소득지원자금 : 최대 2천만원 - 생활안정자금 : 최대 1천만원 - 대부이율 : 무이자(2년 거치, 2년 반기별 균분상환)  - 연체이율 : 연 5%"," * 소득자금지원으로 자립기반을 구축할 수 있는 가구 * 고소득 - 고부가가치 소득원을 개발, 소득증대를 이룰 수 있는 가구 * 1지역 1명품으로 지정된 품목을 생산하는 가구 * 생계가 곤란한 자 중 자립의욕이 있는 자 - 행상 및 노점 등 이에 준하는 영세 상행위를 위한 자금 - 고등학교 이상에 재학 중인 직계비속에 대한 학자금 ",제한없음, - 2021-04-07 ~ 2021-04-16,기준없음,약간명," - 본 융자금 기 대부중인 자 제외 - 수탁금융기관 여신규정에 맞지 않는 자 (신용, 담보대출 불가능한 자 ) 제외",불필요," - 대부 신청서 및 동의서 - 주민등록등본 - 가족관계증명서 * 접수장소 : 읍,면사무소 (총무담당) * 자세한 사항은 을릉군청 공지사항 참고"
경상북도 울릉군청,울릉군 지방공무원 임용후보자 장학생,지자체,장학금,지역연고,4년제(5~6년제포함),"대학2학기,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",  - 고등학교 3년 평균 내신등급의 석차가 3할 이내인 사람,제한없음," - 대학교 1~2학년 학기별 등록금 최대 2,000,000원까지 지원  - 졸업 후 소정의 절차를 거쳐 울릉군 지방공무원으로 임용", - 간호직렬에 한하여 2~3년제 대학과 4년제 대학교 구분 없이 간호 관련 학과 입학 예정자 , - 고등학교 졸업예정자로서 2020. 1. 1. 이전까지 주민등록상 주소지가 5년 이상 울릉군으로 되어 있는 사람, - 2020-12-15 ~ 2020-12-17, - 1차 서류심사 - 2차 필기 및 면접시험 (서류전형 합격자에 의함), - 간호 1명 - 환경 (일반환경) 1명 - 시설 (일반토목) 1명명," - 「지방공무원법」제31조의 규정에 정한 결격사유에 해당하는 자, 기타 법령에 의하여 응시자격이 정지된 자",불필요, - 지방공무원 임용후보자 장학생 지원서 - 학교장 추천서 - 성적증명서  - 주민등록초본 - 재정보증서 * 자세한 사항은 첨부파일 참고
재단법인 의성군인재육성재단,다자녀장학금,지자체,장학금,지역연고,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음, - 학기별 등록금의 1/2 범위 내 자부담액," - 다자녀 가정의 셋째 이상인 자녀로 교육인적자원부 (광역시 도 교육청 포함)가 인가한 고등학교, 국내 대학교(전문대학 포함)에 재학 중인 자 ", - 등록금 납부일 기준 부모(편부모의 경우 부 또는 모)와 함께 관내에 주민등록을 두고 거주하는자, - 2017-03 ~ 12월까지(연중수시)(분기별 지급),기준없음, - 70명," - 법령 또는 다른 조례 등에 따라 행정기관으로부터 학자금을 지원 받는 경우 (단, 지원금액이 의성군조례에서 규정하고 있는 지원금액에 미달하는 경우에 그 차액 지원 가능)- 자퇴 또는 퇴학 등의 사유로 학업을 중단한 경우- 부모와 지원대상자가 관내에 주민등록을 두고 부모가 거주 하지 않는 경우",불필요," - 다자녀 장학금 지원신청서  - 주민등록등본(부모, 지원대상자 주소 확인용) - 가족관계증명서(부모와 주소지를 달리할 경우 지원대상자 기준) - 재학증명서(신입생의 경우 합격증명서)  - 등록금 납입증명서 - 지원대상자 또는 부모명의 예금통장 사본 - 개인정보 수집·이용·제공 동의서*신청장소  :  읍면사무소, 의성군청 총무과 ( 방문제출, 등기우편) 주소 :  경북 의성군 의성읍 군청길 31(의성군청 총무과 평생교육계)"
경상북도 예천군청,지방공무원임용후보자장학생,지자체,장학금,지역연고,"4년제(5~6년제포함),특정대학","대학3학기,대학4학기","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 2학년 1학기까지 성적이 전공학과 학생 전체의 30/100 이내인 자,제한없음, - 2학년 2학기 등록금 - 예천군 지방공무원으로 특별임용," - 지방행정과, 건설공간시스템과 2학년 재학중인 자 - 장학금을 지급받은 자는 특별임용 후 4년 동안 예천군에서 지방공무원으로 의무 복무하여야 함", - 공고 전일(2017.09.05)부터 최종 발표일 까지 본인의 주민등록상 주소지 또는 가족관계등록부상 등록기준지가 예천군내로 되어 있는 자, - 2017-11-08,기준없음, - 총 2명," - 지방공무원법 제31조의 결격사유가 없는 자  - 장학생으로 선발, 특별 임용된 자라 하더라도 성적부진(30/100이하일 때) 및 학칙에 의한 처벌, 근무성적 미흡 시에는 수혜 받은 장학금의 전부 또는 일부를 반납하여야 함",불필요," 가. 지방공무원임용후보장학생 지원서(붙임 <별지 제1호 서식> 사용) 1통  나. 경북도립대학교 총장 추천서(붙임 <별지 제2호 서식> 사용) 1통  다. 성적증명서 1통  라. 주민등록초본(병역사항포함) 1통  마. 가족관계증명서(기본증명서) 1통  바. 자격증 사본 1통  사. 재정보증서(붙임 <별지 제3호 서식> 사용) 1통  아. 재정보증인 인감증명서 각 1통  자. 재정보증인 지방세 세목별 과세증명 각 1통      (1인당 15,000원 이상의 재산세 또는 농지세 납세자)"
